#program	SETUP.EXE
#sha256	22ca3a4c6a68dbde1838e6d356442b2b6bcf1dcff735ed21b0448bd16686c4d6
#imagebase	400000
FUNC	123a	_GL_CopyFromLogicalScreen@4	undefined _GL_CopyFromLogicalScreen@4(void * this, int param_1)	
FUNC	123f	_GL_SetDirectSoundPan@8	undefined _GL_SetDirectSoundPan@8(void)	
FUNC	1244	_GL_FileRead@12	int _GL_FileRead@12(HANDLE param_1, byte * param_2, DWORD param_3)	
FUNC	1249	_GL_FreeScreen@4	undefined _GL_FreeScreen@4(int param_1)	
FUNC	124e	_GL_Line@16	undefined4 _GL_Line@16(int param_1, int param_2, int param_3, int param_4)	
FUNC	1253	_GL_ClrKeybTable@8	undefined4 _GL_ClrKeybTable@8(uint param_1, uint param_2)	
FUNC	1258	_GL_BlitImage@0	undefined _GL_BlitImage@0(void)	
FUNC	1262	_GL_LoadPackLZW@8	byte * _GL_LoadPackLZW@8(byte * param_1, uint * param_2)	
FUNC	1271	_GL_UnlockScreen@4	undefined4 _GL_UnlockScreen@4(void)	
FUNC	1276	_GL_QuitWithErrorCode@12	undefined4 _GL_QuitWithErrorCode@12(LPCSTR param_1, uint * param_2, int param_3)	
FUNC	1280	_GL_InitAllScreen@0	undefined _GL_InitAllScreen@0(void)	
FUNC	1285	_GL_FileClose@4	undefined _GL_FileClose@4(HANDLE param_1)	
FUNC	128a	_GL_SetDebugFlag@4	undefined _GL_SetDebugFlag@4(undefined4 param_1)	
FUNC	1294	_GL_OpenDdraw@20	undefined4 _GL_OpenDdraw@20(void)	
FUNC	1299	_GL_InitDirectSound@0	undefined4 _GL_InitDirectSound@0(void)	
FUNC	129e	_GL_GetLastKey@0	int _GL_GetLastKey@0(void)	
FUNC	12a3	_GL_KbHit@0	undefined4 _GL_KbHit@0(void)	
FUNC	12ad	_GL_ReleaseGraphColor@0	undefined _GL_ReleaseGraphColor@0(void)	
FUNC	12b2	_GL_AddProgramItems@12	undefined4 _GL_AddProgramItems@12(undefined4 param_1, uint * param_2, uint * param_3)	
FUNC	12b7	_GL_CreateList@0	undefined _GL_CreateList@0(void)	
FUNC	12bc	_GL_SavePackLZW@44	undefined4 _GL_SavePackLZW@44(void)	
FUNC	12c1	_GL_LoadDirectSound@12	undefined _GL_LoadDirectSound@12(void)	
FUNC	12c6	_GL_FileWrite@12	DWORD _GL_FileWrite@12(HANDLE param_1, LPCVOID param_2, DWORD param_3)	
FUNC	12d5	_GL_GetMessages2@0	WPARAM _GL_GetMessages2@0(void)	
FUNC	12da	_GL_LockDirectSoundAdr@16	undefined4 _GL_LockDirectSoundAdr@16(undefined4 param_1)	
FUNC	12df	_GL_GetNextArg@0	byte * _GL_GetNextArg@0(void)	
FUNC	12e4	_GL_DeleteKey@4	bool _GL_DeleteKey@4(char * param_1)	
